Bandit,Reward,Algorithm
3,1.4025939297681473,EpsilonGreedy
3,4.631468688899616,EpsilonGreedy
1,2.195022976733618,EpsilonGreedy
3,6.079400912714904,EpsilonGreedy
3,4.191697658148643,EpsilonGreedy
3,5.964773943203861,EpsilonGreedy
3,4.475866625918039,EpsilonGreedy
3,4.175960445897113,EpsilonGreedy
3,4.274461588777738,EpsilonGreedy
3,3.2680801272486173,EpsilonGreedy
3,2.6809647112018937,EpsilonGreedy
3,4.402194645418075,EpsilonGreedy
3,4.468584047216795,EpsilonGreedy
3,5.321327358283503,EpsilonGreedy
3,2.9608875754119195,EpsilonGreedy
3,3.5286446096915896,EpsilonGreedy
3,4.903819844978825,EpsilonGreedy
3,3.713544336467195,EpsilonGreedy
3,2.6817716556738707,EpsilonGreedy
3,4.485896210571496,EpsilonGreedy
3,3.5906384736345967,EpsilonGreedy
3,4.75999065129451,EpsilonGreedy
3,4.086249289353148,EpsilonGreedy
3,3.9020764636449603,EpsilonGreedy
3,3.561991932761584,EpsilonGreedy
3,4.935749792365487,EpsilonGreedy
3,4.471480182003442,EpsilonGreedy
3,2.116242175181979,EpsilonGreedy
3,1.5988250707613973,EpsilonGreedy
3,3.8885110013332382,EpsilonGreedy
3,4.872091666496418,EpsilonGreedy
3,3.6755848753594815,EpsilonGreedy
3,3.3113379798574147,EpsilonGreedy
3,4.19667517117314,EpsilonGreedy
3,5.688843326478357,EpsilonGreedy
3,3.1370845554124753,EpsilonGreedy
3,2.7162179996122555,EpsilonGreedy
3,4.065519945567539,EpsilonGreedy
3,3.793994935479235,EpsilonGreedy
3,3.2366919598902952,EpsilonGreedy
3,3.2016617250952,EpsilonGreedy
3,3.539645826944186,EpsilonGreedy
3,2.184677779322762,EpsilonGreedy
3,6.453849959509511,EpsilonGreedy
3,5.510935697253159,EpsilonGreedy
3,3.112225128372385,EpsilonGreedy
3,3.0531922654025103,EpsilonGreedy
3,4.560835238299546,EpsilonGreedy
3,3.6886940195405407,EpsilonGreedy
3,4.220310945673366,EpsilonGreedy
3,4.129639388922129,EpsilonGreedy
3,5.113757208196809,EpsilonGreedy
3,5.898398316824138,EpsilonGreedy
3,4.1033034505674,EpsilonGreedy
3,4.238104306634012,EpsilonGreedy
3,4.021473042770871,EpsilonGreedy
3,6.164929576398077,EpsilonGreedy
3,3.2134030790043973,EpsilonGreedy
3,2.971391948772536,EpsilonGreedy
3,3.9224380536194237,EpsilonGreedy
3,4.833733264058942,EpsilonGreedy
3,4.067514192671388,EpsilonGreedy
3,2.2528650193057658,EpsilonGreedy
3,6.129490862420203,EpsilonGreedy
3,2.78070033423762,EpsilonGreedy
3,2.8166170502690733,EpsilonGreedy
3,3.83032952358256,EpsilonGreedy
3,3.892127068199893,EpsilonGreedy
3,4.163177058866817,EpsilonGreedy
3,4.3155361983814755,EpsilonGreedy
3,3.375124099720664,EpsilonGreedy
3,5.344582561595897,EpsilonGreedy
3,4.756489938890777,EpsilonGreedy
3,3.3262484097624365,EpsilonGreedy
3,4.551438747517226,EpsilonGreedy
3,4.692352176650553,EpsilonGreedy
3,3.817309289413579,EpsilonGreedy
3,4.14698557981351,EpsilonGreedy
3,3.3814243142974374,EpsilonGreedy
3,2.4774523933148718,EpsilonGreedy
3,3.4436665106139213,EpsilonGreedy
3,3.317892495791634,EpsilonGreedy
3,3.3956449946747123,EpsilonGreedy
3,5.584320761273331,EpsilonGreedy
3,5.871455617025512,EpsilonGreedy
3,3.461341301881171,EpsilonGreedy
3,3.4532718326655574,EpsilonGreedy
3,3.8157820035622145,EpsilonGreedy
3,0.36973763086842215,EpsilonGreedy
3,4.40947479244365,EpsilonGreedy
3,3.8759556847765295,EpsilonGreedy
3,4.031748143108003,EpsilonGreedy
3,4.524210638377738,EpsilonGreedy
3,3.484996518718557,EpsilonGreedy
3,4.681968989734858,EpsilonGreedy
3,3.368240390736131,EpsilonGreedy
3,3.3587248748518297,EpsilonGreedy
3,5.051021453133098,EpsilonGreedy
3,4.816002999169484,EpsilonGreedy
3,3.740163706799477,EpsilonGreedy
3,3.6107947586214904,EpsilonGreedy
3,2.841051776329561,EpsilonGreedy
3,2.785208740601616,EpsilonGreedy
3,3.194253897513127,EpsilonGreedy
3,3.709955304654661,EpsilonGreedy
3,2.6512595543000703,EpsilonGreedy
3,5.29624663759515,EpsilonGreedy
3,4.273717256633867,EpsilonGreedy
3,4.846671464880435,EpsilonGreedy
3,3.061024642328059,EpsilonGreedy
3,4.257985720632418,EpsilonGreedy
3,1.657272052121023,EpsilonGreedy
3,4.5161901759518575,EpsilonGreedy
3,4.593560558583142,EpsilonGreedy
3,4.3847285431774665,EpsilonGreedy
3,3.133892081387839,EpsilonGreedy
3,3.5245858986273264,EpsilonGreedy
3,4.629084033629088,EpsilonGreedy
3,4.1651146436106075,EpsilonGreedy
3,4.5581425975645065,EpsilonGreedy
3,4.490577621879947,EpsilonGreedy
3,2.6637285481169046,EpsilonGreedy
3,4.547970756485331,EpsilonGreedy
3,2.202218711889463,EpsilonGreedy
3,4.5877567948005815,EpsilonGreedy
3,2.880624962794271,EpsilonGreedy
3,4.8740534607193595,EpsilonGreedy
3,3.1788043712486598,EpsilonGreedy
3,5.1595603179950515,EpsilonGreedy
3,4.910380641131304,EpsilonGreedy
3,2.7295088596007417,EpsilonGreedy
3,4.3672290024993465,EpsilonGreedy
3,2.6283824898284367,EpsilonGreedy
3,2.897909787473872,EpsilonGreedy
3,4.054624952472756,EpsilonGreedy
3,4.897801160724272,EpsilonGreedy
3,4.554569533053291,EpsilonGreedy
3,6.231512283580061,EpsilonGreedy
3,3.849903769405446,EpsilonGreedy
3,3.9056366692985645,EpsilonGreedy
3,5.2534825083242085,EpsilonGreedy
3,3.595717507290373,EpsilonGreedy
3,3.8036818829522385,EpsilonGreedy
3,4.847539848584931,EpsilonGreedy
3,4.798706203115442,EpsilonGreedy
3,4.763758412360757,EpsilonGreedy
3,5.618901559628204,EpsilonGreedy
3,4.824598215120111,EpsilonGreedy
3,3.149833557625745,EpsilonGreedy
3,2.700494061841197,EpsilonGreedy
3,4.226434774906787,EpsilonGreedy
3,3.7699856795941646,EpsilonGreedy
3,3.417539102566382,EpsilonGreedy
3,5.112585048456465,EpsilonGreedy
3,4.154471887130223,EpsilonGreedy
3,5.198564991538525,EpsilonGreedy
3,3.91643361286028,EpsilonGreedy
3,5.736480662035568,EpsilonGreedy
3,4.626363185066015,EpsilonGreedy
3,6.247124118861241,EpsilonGreedy
3,2.812153119230846,EpsilonGreedy
3,3.52163234860155,EpsilonGreedy
3,4.083786063375939,EpsilonGreedy
3,2.1507068063306836,EpsilonGreedy
3,3.4581014519360824,EpsilonGreedy
3,4.914146768385957,EpsilonGreedy
3,4.5244479566182,EpsilonGreedy
3,5.487961514247316,EpsilonGreedy
3,4.360801950672191,EpsilonGreedy
3,3.133503064553442,EpsilonGreedy
3,5.275099981269939,EpsilonGreedy
3,3.233440504645992,EpsilonGreedy
3,3.4155837560864644,EpsilonGreedy
3,3.8042922099485694,EpsilonGreedy
3,3.3841464257729004,EpsilonGreedy
3,3.462097485863833,EpsilonGreedy
3,4.383451590615817,EpsilonGreedy
3,4.030500960712728,EpsilonGreedy
3,1.5164081999129264,EpsilonGreedy
3,3.591957301386409,EpsilonGreedy
3,3.4240154143501704,EpsilonGreedy
3,3.8546135914420243,EpsilonGreedy
3,3.9988788831491595,EpsilonGreedy
3,4.486920374638527,EpsilonGreedy
3,3.463013401736205,EpsilonGreedy
3,3.2575996864457144,EpsilonGreedy
3,6.640917088847987,EpsilonGreedy
3,4.493170679907317,EpsilonGreedy
3,5.620302197556797,EpsilonGreedy
3,3.431120404474683,EpsilonGreedy
3,4.4486607083157805,EpsilonGreedy
3,3.8958663752365266,EpsilonGreedy
3,2.86908137681627,EpsilonGreedy
3,2.155305884433802,EpsilonGreedy
3,3.6275524645052353,EpsilonGreedy
3,5.444995298637429,EpsilonGreedy
3,4.302567891619738,EpsilonGreedy
3,4.1160929416864676,EpsilonGreedy
3,4.170118058677682,EpsilonGreedy
3,7.016465397931611,EpsilonGreedy
3,3.248611465464132,EpsilonGreedy
3,2.5146686716490576,EpsilonGreedy
3,2.6067352149825,EpsilonGreedy
3,3.5106870349311894,EpsilonGreedy
3,4.382021444657903,EpsilonGreedy
3,3.030946128303709,EpsilonGreedy
3,5.74938141533063,EpsilonGreedy
3,3.499635436440741,EpsilonGreedy
3,3.7358349230004717,EpsilonGreedy
3,3.840429332562927,EpsilonGreedy
3,5.827204741602593,EpsilonGreedy
3,4.3362530061023925,EpsilonGreedy
3,4.663090842678657,EpsilonGreedy
3,5.517160962652813,EpsilonGreedy
3,2.9023703654070796,EpsilonGreedy
3,2.443154599712348,EpsilonGreedy
3,3.7374877701519207,EpsilonGreedy
3,3.3080632926233333,EpsilonGreedy
3,3.8829268612932815,EpsilonGreedy
3,3.8455946083062282,EpsilonGreedy
3,3.8337854139703307,EpsilonGreedy
3,3.79885810381002,EpsilonGreedy
3,4.567226582766813,EpsilonGreedy
3,5.261737281179464,EpsilonGreedy
3,4.521493197697931,EpsilonGreedy
3,4.0973909902686,EpsilonGreedy
3,4.312230463015292,EpsilonGreedy
3,3.863645414550824,EpsilonGreedy
3,4.860808835906278,EpsilonGreedy
3,3.6416729300619908,EpsilonGreedy
3,5.396071154004767,EpsilonGreedy
3,3.497935598398418,EpsilonGreedy
3,3.4428893433156817,EpsilonGreedy
3,3.915692759529292,EpsilonGreedy
3,5.5539000723150895,EpsilonGreedy
3,4.08687761253855,EpsilonGreedy
3,2.832088570220865,EpsilonGreedy
3,2.5583994737555438,EpsilonGreedy
3,2.5796480963364714,EpsilonGreedy
3,3.34624938612747,EpsilonGreedy
3,4.475079354416696,EpsilonGreedy
3,3.2870737748444196,EpsilonGreedy
3,5.407791800413265,EpsilonGreedy
3,3.9653579230750804,EpsilonGreedy
3,5.588132337314816,EpsilonGreedy
3,2.04654438250878,EpsilonGreedy
3,3.9703217130565185,EpsilonGreedy
3,4.464636937930251,EpsilonGreedy
3,3.35136827294546,EpsilonGreedy
3,3.9624784407060623,EpsilonGreedy
3,3.104735157667122,EpsilonGreedy
3,4.0858419108109585,EpsilonGreedy
3,5.692213574771004,EpsilonGreedy
3,4.240653609818531,EpsilonGreedy
3,4.58921160155882,EpsilonGreedy
3,3.143293761795914,EpsilonGreedy
3,5.27411104698308,EpsilonGreedy
3,2.953017696532017,EpsilonGreedy
3,4.789469907435981,EpsilonGreedy
3,4.230848608599566,EpsilonGreedy
3,3.5797437033274493,EpsilonGreedy
3,5.14900734785775,EpsilonGreedy
3,6.840431326483697,EpsilonGreedy
3,1.9735118848012503,EpsilonGreedy
3,2.962246656303421,EpsilonGreedy
3,2.682192010664096,EpsilonGreedy
3,4.25285368980873,EpsilonGreedy
3,2.7571930092704746,EpsilonGreedy
3,3.8206359266987353,EpsilonGreedy
3,5.135949513191629,EpsilonGreedy
3,2.912511431282786,EpsilonGreedy
3,4.260781113326411,EpsilonGreedy
3,4.4731880443221606,EpsilonGreedy
3,3.9107303934861783,EpsilonGreedy
3,2.7991178578742533,EpsilonGreedy
3,2.346511129268153,EpsilonGreedy
3,5.4930809466699975,EpsilonGreedy
3,5.314342965037807,EpsilonGreedy
3,4.192989172933628,EpsilonGreedy
3,4.4385186370005245,EpsilonGreedy
3,4.028948335301509,EpsilonGreedy
3,2.870413373423845,EpsilonGreedy
3,2.5721384230308684,EpsilonGreedy
3,2.9800622133668875,EpsilonGreedy
3,4.803823928709286,EpsilonGreedy
3,3.927597287656503,EpsilonGreedy
3,4.571798336197633,EpsilonGreedy
3,3.653206752115275,EpsilonGreedy
3,2.765935382694341,EpsilonGreedy
3,3.8562607476781015,EpsilonGreedy
3,2.332227460256272,EpsilonGreedy
3,4.0026006176038695,EpsilonGreedy
3,3.048745841293238,EpsilonGreedy
3,4.780882491493672,EpsilonGreedy
3,4.89677138597924,EpsilonGreedy
3,4.126781664547473,EpsilonGreedy
3,4.067150692212229,EpsilonGreedy
3,3.818987358318,EpsilonGreedy
3,4.3177316564984665,EpsilonGreedy
3,3.703392391721901,EpsilonGreedy
3,3.141587437953949,EpsilonGreedy
3,3.6722052537001453,EpsilonGreedy
3,5.141330358461001,EpsilonGreedy
3,1.8446609398365008,EpsilonGreedy
3,5.645810981060021,EpsilonGreedy
3,3.84918310468327,EpsilonGreedy
3,3.7858192923648923,EpsilonGreedy
3,6.05134116118097,EpsilonGreedy
3,4.0231288942003385,EpsilonGreedy
3,2.720227216893354,EpsilonGreedy
3,4.216574143126844,EpsilonGreedy
3,2.1304418112423296,EpsilonGreedy
3,3.5879341398232176,EpsilonGreedy
3,2.4757670889666863,EpsilonGreedy
3,3.0875411601269067,EpsilonGreedy
3,4.645094491130042,EpsilonGreedy
3,4.642801305276779,EpsilonGreedy
3,2.966453272942867,EpsilonGreedy
3,2.7032980956586052,EpsilonGreedy
3,4.236031116964487,EpsilonGreedy
3,4.08844249727077,EpsilonGreedy
3,4.839558603475627,EpsilonGreedy
3,3.657711622034832,EpsilonGreedy
3,2.9928211639225957,EpsilonGreedy
3,3.859915352891072,EpsilonGreedy
3,2.882462990532158,EpsilonGreedy
3,5.1826861510848845,EpsilonGreedy
3,3.5768357981770755,EpsilonGreedy
3,4.169918286710173,EpsilonGreedy
3,4.322661937112617,EpsilonGreedy
3,3.8338412139311075,EpsilonGreedy
3,4.446975308386494,EpsilonGreedy
3,5.390795483908734,EpsilonGreedy
3,2.5983934250787337,EpsilonGreedy
3,5.602732402121143,EpsilonGreedy
3,3.0929641113832322,EpsilonGreedy
3,1.440147837040346,EpsilonGreedy
3,3.770006994822241,EpsilonGreedy
3,4.126186944244334,EpsilonGreedy
3,2.8724076388565742,EpsilonGreedy
3,3.0802072646901544,EpsilonGreedy
3,4.3157528701762375,EpsilonGreedy
3,4.282697107895117,EpsilonGreedy
3,3.5512835215082306,EpsilonGreedy
3,2.910235840177962,EpsilonGreedy
3,3.0869610523032343,EpsilonGreedy
3,4.11549225392374,EpsilonGreedy
3,1.9127835270755562,EpsilonGreedy
3,5.018550503529355,EpsilonGreedy
3,5.362577876994856,EpsilonGreedy
3,3.4349143245564724,EpsilonGreedy
3,4.25335973110629,EpsilonGreedy
3,4.221443667705516,EpsilonGreedy
3,3.5348180173392514,EpsilonGreedy
3,3.4485366925812473,EpsilonGreedy
3,4.084601052880975,EpsilonGreedy
3,3.022237432539484,EpsilonGreedy
3,4.2381910139501455,EpsilonGreedy
3,4.1109060726559985,EpsilonGreedy
3,4.35315790153592,EpsilonGreedy
3,4.44559050201534,EpsilonGreedy
3,5.259427537666378,EpsilonGreedy
3,4.05614507982747,EpsilonGreedy
3,2.503201085451078,EpsilonGreedy
3,5.430173372780918,EpsilonGreedy
3,2.449012969526751,EpsilonGreedy
3,4.588022743500526,EpsilonGreedy
3,2.114213918225685,EpsilonGreedy
3,4.753328775613665,EpsilonGreedy
3,5.1460051481387055,EpsilonGreedy
3,3.225018794149638,EpsilonGreedy
3,2.762244513077531,EpsilonGreedy
3,3.6427557239061326,EpsilonGreedy
3,3.849737934573841,EpsilonGreedy
3,5.118427255384847,EpsilonGreedy
3,4.509185881609139,EpsilonGreedy
3,3.7438898330396815,EpsilonGreedy
3,3.6096817465103275,EpsilonGreedy
3,3.0928788038005393,EpsilonGreedy
3,2.264721032144339,EpsilonGreedy
3,3.4913675981074452,EpsilonGreedy
3,4.575991382050139,EpsilonGreedy
3,2.9026262446806923,EpsilonGreedy
3,2.383773746326062,EpsilonGreedy
3,2.861973851200621,EpsilonGreedy
3,4.5245223862640005,EpsilonGreedy
3,3.594234007178548,EpsilonGreedy
3,3.71466344625446,EpsilonGreedy
3,4.444698195787328,EpsilonGreedy
1,1.2364129691549035,EpsilonGreedy
3,5.258518030512585,EpsilonGreedy
3,4.871675684382041,EpsilonGreedy
3,2.04323725687947,EpsilonGreedy
3,3.453533688759914,EpsilonGreedy
3,4.01606723353124,EpsilonGreedy
3,5.735637155654873,EpsilonGreedy
3,4.3045494413110355,EpsilonGreedy
3,4.654246524382572,EpsilonGreedy
3,4.6568156914580054,EpsilonGreedy
3,2.9395892482244754,EpsilonGreedy
3,3.0998103067099136,EpsilonGreedy
3,4.644570605528254,EpsilonGreedy
3,3.6474800832860432,EpsilonGreedy
3,5.199985777392667,EpsilonGreedy
3,4.640919740116368,EpsilonGreedy
3,5.193967349552581,EpsilonGreedy
3,4.236015139308732,EpsilonGreedy
3,3.0234036648306457,EpsilonGreedy
3,2.822543507709704,EpsilonGreedy
3,5.469155050420882,EpsilonGreedy
3,6.463872900632023,EpsilonGreedy
3,4.2949521083002065,EpsilonGreedy
3,2.7182925463735077,EpsilonGreedy
3,4.829682900851376,EpsilonGreedy
3,4.696128842655212,EpsilonGreedy
3,2.89118501758443,EpsilonGreedy
3,5.500946768119844,EpsilonGreedy
3,3.666273810655042,EpsilonGreedy
3,3.123868188681756,EpsilonGreedy
3,5.072130928311222,EpsilonGreedy
3,2.946022922567463,EpsilonGreedy
3,4.162100119592628,EpsilonGreedy
3,5.59693302630372,EpsilonGreedy
3,2.511235838946864,EpsilonGreedy
3,1.862426082902405,EpsilonGreedy
3,2.391685499664559,EpsilonGreedy
3,4.411831284039032,EpsilonGreedy
3,4.509781877968025,EpsilonGreedy
3,5.427909004363791,EpsilonGreedy
3,5.552502484322089,EpsilonGreedy
3,3.8767628458208248,EpsilonGreedy
3,4.58544002097972,EpsilonGreedy
3,4.061931697827702,EpsilonGreedy
3,3.838599638503892,EpsilonGreedy
3,3.19823531152921,EpsilonGreedy
3,4.017056032777323,EpsilonGreedy
3,4.078563067688504,EpsilonGreedy
3,4.323401810801446,EpsilonGreedy
3,3.7602797922456874,EpsilonGreedy
3,3.371385757304862,EpsilonGreedy
3,2.96517629424713,EpsilonGreedy
3,3.089472014416719,EpsilonGreedy
3,3.1055019107356463,EpsilonGreedy
3,2.3206971784218844,EpsilonGreedy
3,3.4667049998092754,EpsilonGreedy
3,5.739084953778758,EpsilonGreedy
3,4.1487610786720905,EpsilonGreedy
3,4.570477173207334,EpsilonGreedy
3,3.898896452569232,EpsilonGreedy
3,4.343837735917576,EpsilonGreedy
3,4.764457114771365,EpsilonGreedy
3,3.016229603047589,EpsilonGreedy
3,3.5243965391061405,EpsilonGreedy
3,2.722001039919799,EpsilonGreedy
3,4.16354007008279,EpsilonGreedy
3,3.900975379956981,EpsilonGreedy
3,4.147309040037822,EpsilonGreedy
3,4.1989033560747355,EpsilonGreedy
3,4.542210149287539,EpsilonGreedy
3,2.2350824311830193,EpsilonGreedy
3,2.9389717786227725,EpsilonGreedy
3,1.9853149611526848,EpsilonGreedy
3,3.3486295298405633,EpsilonGreedy
3,4.176798198780634,EpsilonGreedy
3,3.7700732645849797,EpsilonGreedy
3,4.57680447116946,EpsilonGreedy
3,4.04837002456296,EpsilonGreedy
3,4.4425560931332955,EpsilonGreedy
3,3.5193845021866377,EpsilonGreedy
3,2.631822454348444,EpsilonGreedy
3,2.5461927761574072,EpsilonGreedy
3,4.756126828141876,EpsilonGreedy
3,5.99968504483758,EpsilonGreedy
3,2.4230244018707414,EpsilonGreedy
3,5.71807018384843,EpsilonGreedy
3,5.918136324243615,EpsilonGreedy
3,3.843183666262863,EpsilonGreedy
3,2.886837532295529,EpsilonGreedy
3,4.297220963417897,EpsilonGreedy
3,4.859403730076464,EpsilonGreedy
3,4.4114383447261,EpsilonGreedy
3,3.3274914501112516,EpsilonGreedy
3,4.076547905568789,EpsilonGreedy
3,4.1983273290599765,EpsilonGreedy
3,3.450497791363053,EpsilonGreedy
3,3.671355073069088,EpsilonGreedy
3,2.2944710568202997,EpsilonGreedy
3,4.476923446663904,EpsilonGreedy
3,5.246147693925011,EpsilonGreedy
3,5.515341246383383,EpsilonGreedy
3,4.195325547386002,EpsilonGreedy
3,4.8964652511378794,EpsilonGreedy
3,4.0824802606134,EpsilonGreedy
3,5.751746380093172,EpsilonGreedy
3,2.9864626460730737,EpsilonGreedy
3,3.650180400629892,EpsilonGreedy
3,4.248767338260521,EpsilonGreedy
3,5.753870900233619,EpsilonGreedy
3,5.270118095739306,EpsilonGreedy
3,4.994236385543774,EpsilonGreedy
3,4.40837665034231,EpsilonGreedy
3,5.188751906583835,EpsilonGreedy
3,6.151836166642298,EpsilonGreedy
3,4.231382609403291,EpsilonGreedy
3,3.1372251315144,EpsilonGreedy
3,1.6157164118723797,EpsilonGreedy
3,3.3573918135773257,EpsilonGreedy
3,4.180442907595018,EpsilonGreedy
3,4.302274069110678,EpsilonGreedy
3,3.468261908194111,EpsilonGreedy
3,3.4490596786876604,EpsilonGreedy
3,4.948073273856154,EpsilonGreedy
3,4.679224646920723,EpsilonGreedy
3,3.963631905235293,EpsilonGreedy
3,4.7590294773097135,EpsilonGreedy
3,5.206919604246689,EpsilonGreedy
3,3.595101562305725,EpsilonGreedy
3,4.36764638732415,EpsilonGreedy
3,3.8381062250420017,EpsilonGreedy
3,5.476432821770535,EpsilonGreedy
3,3.9145140636131837,EpsilonGreedy
3,4.3801505847262785,EpsilonGreedy
3,2.2143999769794585,EpsilonGreedy
3,5.1146829643924585,EpsilonGreedy
3,2.442358385845692,EpsilonGreedy
3,2.5059207721063474,EpsilonGreedy
3,4.804742322549998,EpsilonGreedy
3,3.6033037501167025,EpsilonGreedy
3,6.628211668328964,EpsilonGreedy
3,4.70030321769375,EpsilonGreedy
3,5.310857848997867,EpsilonGreedy
3,2.082049165147483,EpsilonGreedy
3,2.4479410328367335,EpsilonGreedy
3,2.381991991506619,EpsilonGreedy
3,4.531419834686587,EpsilonGreedy
3,3.6067171623997605,EpsilonGreedy
3,3.798036463520721,EpsilonGreedy
3,4.248472547131248,EpsilonGreedy
3,5.05761526679902,EpsilonGreedy
3,4.788695893083806,EpsilonGreedy
3,3.2801208835835935,EpsilonGreedy
3,5.482004778043728,EpsilonGreedy
3,5.643527946938162,EpsilonGreedy
3,5.205003009234737,EpsilonGreedy
3,5.032118177757102,EpsilonGreedy
3,4.035814655179967,EpsilonGreedy
3,4.087896026189089,EpsilonGreedy
3,6.261148393057646,EpsilonGreedy
3,4.259951536467728,EpsilonGreedy
3,3.5797204277559387,EpsilonGreedy
3,3.778802980017893,EpsilonGreedy
3,4.3235735036255605,EpsilonGreedy
3,3.7755887552498044,EpsilonGreedy
3,4.24693732507331,EpsilonGreedy
3,2.3971068272224363,EpsilonGreedy
3,3.8598697169721556,EpsilonGreedy
3,6.340938509963662,EpsilonGreedy
3,4.151538905822707,EpsilonGreedy
3,4.283138796202538,EpsilonGreedy
3,3.641013153906965,EpsilonGreedy
3,3.225091188754713,EpsilonGreedy
3,3.183418442655216,EpsilonGreedy
3,3.8783553930706343,EpsilonGreedy
3,3.5201405454764236,EpsilonGreedy
3,4.049927479912079,EpsilonGreedy
